A4 Sheet,Acrylic Color,Adapter,Adhesive,Adhesive Kit,Agarbatti Stand,Air Freshener,Air Pump,Air Purifier,Aluminium Foil,Apple Cutter,Apron,Art & Craft Game,Art Kit,Atta Chalan,Baking & Parchment Paper,Ball,Ball Pen,Balloons,Band,Banner,Basket Set,Bath Mug,Bath Towel,Bath Tub,Bathroom Mug,Batten,Battery,Bean Bag Cover,Bean Bag Refill,Beater,Bedside Runner,Beer Glass,Beer Mug,Belan,Bell,Bi-colour Pencils,Binder Clips,Blanket,Blender,Blowpen Kit,Bluetooth Headset,Board,Board Game,Body Patch,Boiler,Book,Bottle,Bottle Opener,Bottle Set,Bowl,Bowl Set,Briefs,Brush Pen,Brushes,Bucket,Bulb,Butter Dish,Cake Decoration Set,Calculator,Camphor / Kapur,Candle,Candle Set,Canister,Canister Set,Car Charger,Car Freshener,Car Polish,Car/Bike Shampoo,Card Game,Carpet,Casserole,Casserole Set,Celebration Kit,Chair Pad,Chakla,Chalk,Charger,Charging Cable,Chipser,Chopper,Chopping Board,Cling Wrap,Clip Set,Cloth Brush,Cloth Clips,Cloth Hanger,Cloth Rope,Cockroach Killer,Cockroach Repellent,Coffee Dripper,Coffee Maker,Coffee Mug,Colander,Colander Basket,Color Kit,Color Pen,Color Set,Color Tubes,Colour Pencils,Colour Set,Combo,Comforter,Compound,Container,Container Set,Cookware Set,Corkscrew,Correction Pen,Cover,Crayons,Cup & Saucer Set,Cup Set,Cushion Cover,Cushion Filler,Cutlery Holder,Cutter Chopper,Cylinder Trolley,Decorative LED Lights,Desktop Calculator,Dessert Bowl Set,Dhoop,Dhoop Cup,Diary,Dicer,Dinner Set,Dish,Disposable Bags,Disposable Bowl,Disposable Food Container,Disposable Fork,Disposable Glass,Disposable Plates,Disposable Spoon,Diya,Diya Baati,Diya Set,Dohar,Door Curtain,Doormat,Double Bedsheet Set,Drainer,Drawers Stand,Drawing Book,Drawing Pen,Drawing Pencils,Dry Iron,Dumbbells,Dustbin,Duster + Marker,Earphones,Edible bowl,Edible spoon,Electric Bat,Electric Chopper,Electric Kettle,Envelope,Eraser,Exam Pad,Extension Cable,Face Tissue,Face Towel Set,Fast Card,File,File Folder,Flash Drive,Flask,Floor Mat,Food Wrapping Paper,Fork Set,Fountain Pen,Fridge Bag,Fridge Basket,Frother,Fruit Basket,Fry Pan,Game,Ganesh Lakshmi Idol,Gangajal,Garbage Bag,Garment Steamer,Gas Lighter,Gas Stove,Gel Crayons,Gel Pen,Geometry Box,Ghee Pot,Gift Set,Gift Wrapping Paper,Glass,Glass Set,Glass lunch Box,Glitter Glue,Glitter Pen,Glue,Glue Drops,Glue Stick,Grater,Greeting Card,Grocery Bag,Gym Bag,Hand Blender,Hand Gloves,Hand Towel,Handi,Handkerchiefs,Hawan Samagri,Highlighter,Hooks,Ice Bucket,Ice Tong,Ice Tray,Ice Tray Set,Ice cream Scoop,Idli Cooker,Idli Stand,Immersion Rod,Incense Sticks / Agarbatti,Induction Cooktop,Insect Killer,Insulation Tape,Jar,Jar Candle,Jar Set,Journal,Jug,Juice Glass Set,Juicer,Kadai,Kettle,Kids Chair,Kids Study Table,Kit,Kitchen Basket,Kitchen Cloth,Kitchen Gloves,Kitchen Rack,Kitchen Scissors,Kitchen Set,Kitchen Tool Set,Kitchen Towel,Kitchen Towel Roll,Kitchen Trolley,Knife,Knife Set,Kumkum,LED Bulb,Ladle,Laptop Bag,Laptop Bed Table,Laptop Stand,Laundry Bag,Laundry Basket,Lemon Squeezer,Lifter,Lighter & Knife Set,Liners,Lint Roller,Lizard Repellent,Lock,Long Notebook,Lunch Bag,Lunch Box,Marker Set,Masala Box,Mask Chain,Mat,Matchbox,Mattress Protector,Mechanical Pencil,MicroSD Card,Microwave Bowl Set,Milk Mug,Mixer Grinder,Mixing Bowl,Mobile Holder,Modelling Clay Set,Modelling Dough,Moli Roll,Mortar & Pestle,Mosquito Bat,Mosquito Coil,Mosquito Killer,Mosquito Killer Machine,Mosquito Repellant Incense Sticks,Mosquito Repellent,Mosquito Repellent Cream,Mosquito Repellent Gel,Mosquito Repellent Patch,Mosquito Repellent Roll On,Mosquito Repellent Spray,Mould,Mould Set,Muffin Tray,Mug,Mug Set,Multi Utility Basket,Multipurpose Paper,Naphthalene Balls,Napkin Holder,Napkins,Net Cover,Notebook,Notebook Set,Notepad,Notes,Oil,Oil Dispenser,Oil Pastels,Okhli,Organizer,Page Markers,Paint Brush,Paint Colors,Painting Kit,Pan,Papad Jali,Paper Clips,Paper Cutter,Paper Gift Bag,Peeler,Peeler & Grater,Peg Measurer,Pen,Pen Holder,Pen Set,Pen Stand,Pencil,Pencil Box,Pencil Pouch,Pencils,Pens,Permanent Marker,Pickle Set,Pillow,Pizza Cutter,Plain Bucket,Planner,Plastic Crayons,Plate,Plate Set,Plate Stand,Playing Cards,Pocket Tissue,Poker Chips,Pooja Bell,Pooja Cloth,Pooja Kit,Pooja Oil,Poppers,Poster Color,Pot,Potato Masher,Power Bank,Prayer Mat,Pressure Cooker,Printed Bucket,Protective Set,Pudding Set,Pump,Punch,Punch Machine,Push Pins,Racket,Rat killer cake,Rechargeable Batteries,Refill,Repellent,Ribbon,Ribbon Roll,Rice Cleaner / Sieve,Rice Light,Roller Ball Pen,Roller Pen,Room Freshener,Room Heater,Rope,Roti Cover,Ruffpad,Salt & Pepper Shaker,Sandwich Maker,Sauce Pan,Scale,School Bag,Scientific Calculator,Scissors,Scoop,Screw Driver Kit,Scrub Pad,Sealant,Serving Bowl,Set,Sewing Kit,Shaker,Sharpener,Shoe Fix,Shoe Rack,Shot Glass,Silicone Brush,Silver Coin,Single Bedsheet Set,Sink Drainer,Sipper,Sketch Book,Sketch Pens,Skimmer Set,Slicer & Grater,Snack Set,Soap Case,Soap Case with Lid,Socks,Sofa Cover,Soft Toy,Soft Toy Cushion,Soup Set,Spatula,Spice Box,Spoon,Spoon Set,Spray,Squeezer,Stamp Pad,Stapler,Stapler Pin,Stationery Kit,Stationery Set,Steam Iron,Steamer,Sticky Notes,Stool,Strainer,Straw,Straws,Strips,Table Cover,Table Fan,Tadka Pan,Tape,Tawa,Tea Light Candles,Tea Spoon Set,Tennis Ball,Thermal Set,Thermowagon,Tissue,Toilet Roll,Tong/Pakad,Tool Kit,Toothpick,Tope,Tope Set,Torch,Travel Mug,Tray,Tray Set,Tumbler Set,Turner,Type C Cable,USB Cable,USB Charger,USB-A Cable,Umbrella,Utensil Basket,Vaccum Flask,Varnish,Vegetable Chopper,Wall Decor,Water Bottle,Water Camper,Water Color Cakes,Water Color Pencils,Water Color Tube,Wax Crayons,Weight Bands,Whisk,Whisky Glass Set,Wine Server,Wireless Mouse,Yoga Mat,Yoghurt Maker,Zip Lock Bag
2,0,1,25,4,0,14,0,0,5,0,0,0,3,0,2,0,60,1,7,0,0,1,0,0,0,0,17,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,4,1,0,3,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,3,4,1,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,3,0,0,0,1,0,0,14,4,0,2,10,0,0,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,0,22,7,0,0,2,0,1,0,0,1,31,7,61,5,0,0,0,0,1,0,0,1,0,7,2,0,0,0,0,0,0,0,0,11,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,6,1,0,3,0,3,0,5,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,12,1,0,10,0,24,0,4,0,0,1,0,0,0,5,0,0,0,0,0,3,6,0,2,0,1,1,0,0,2,28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,387,0,1,8,0,0,26,0,0,2,0,0,0,0,1,40,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,4
0,0,0,5,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,21,8,0,9,0,0,4,0,0,0,18,0,2,0,96,6,2,3,0,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,2,0,0,0,0,0,3,2,1,2,3,0,0,0,1,0,0,0,0,32,0,27,0,0,0,0,0,3,0,0,6,0,1,0,2,0,0,1,0,0,3,1,0,5,0,0,0,0,0,0,2,0,5,3,4,2,0,4,0,0,0,0,0,0,0,80,0,0,0,0,0,6,0,0,0,1,0,0,7,13,2,2,9,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,3,0,0,10,0,0,0,0,91,24,0,4,14,0,0,1,0,1,15,5,30,0,0,1,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,25,3,1,7,0,1,0,2,0,0,0,0,0,0,0,0,2,21,0,0,0,1,2,3,1,8,0,0,0,1,1,0,0,0,1,0,2,39,0,1,16,0,105,0,6,0,0,0,5,0,0,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,7,80,3,2,8,0,0,0,0,0,0,0,28,0,0,0,3,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,4,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,18,8,7,0,0,0,26,0,1,2,0,0,0,0,0,15,0,1,0,1,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,11,0,0,0,0,0,2,0,2
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,79,14,0,81,0,0,10,1,0,0,22,0,3,0,285,4,3,6,0,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,3,2,4,0,1,0,0,0,6,0,0,0,0,8,4,0,0,1,4,5,0,0,1,0,0,0,6,1,0,0,3,5,0,0,0,1,4,9,7,4,3,14,1,0,0,2,1,0,0,0,24,0,9,0,1,0,3,0,0,1,0,11,1,0,0,3,0,0,3,0,1,6,0,0,28,1,0,3,0,0,0,2,2,8,8,4,4,0,4,0,0,0,0,0,0,0,30,0,0,0,0,1,18,0,0,0,2,0,0,25,10,1,9,38,0,0,4,6,0,0,0,3,2,1,2,0,0,0,0,2,0,2,41,0,8,0,0,222,11,0,1,12,0,5,4,0,0,57,38,104,3,0,0,0,0,1,1,0,3,0,83,21,0,0,2,0,0,0,0,0,21,0,1,7,0,2,1,0,1,0,2,0,0,0,0,0,1,7,1,0,5,0,2,4,20,0,8,2,2,8,0,0,0,0,2,5,0,0,0,0,0,1,0,76,2,0,27,0,1,0,11,0,2,0,0,6,0,0,0,4,14,0,0,0,2,13,14,3,11,1,0,0,0,0,0,0,0,2,0,5,59,6,1,34,0,376,1,30,0,0,1,1,0,0,98,0,0,0,0,3,2,13,0,7,0,2,2,0,0,17,76,0,1,11,0,0,0,0,0,0,0,14,0,1,0,7,2,0,0,0,1,7,1,5,0,1,0,0,0,0,0,0,5,6,0,0,0,2,0,5,1,0,9,0,0,0,0,40,0,3,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,28,0,0,0,10,0,6,0,1,2,0,1,0,1,9,2,1,1,47,26,2,26,0,0,0,2,5,3,0,6,0,0,0,97,0,0,0,1,0,0,1,26,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,0,0,0,0,7,0,1,0,0,0,4,0,7
0,0,1,3,1,1,61,0,0,14,2,0,0,0,0,0,0,2,0,1,1,0,94,1,1,8,0,15,0,0,0,0,0,1,2,1,0,0,3,3,0,0,0,2,0,3,0,1,2,7,0,0,0,0,0,151,0,0,0,0,3,1,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,0,0,1,1,5,37,43,33,30,9,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,6,0,3,3,0,0,14,0,0,0,0,0,0,1,0,2,1,6,5,0,2,0,0,0,2,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,3,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,55,0,11,0,0,4,0,0,1,1,0,1,1,0,0,3,1,0,7,0,1,0,0,0,2,0,1,0,0,6,0,0,2,1,0,0,0,0,13,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,18,2,0,7,0,1,8,17,0,12,5,0,6,5,0,0,0,7,21,0,0,0,0,0,2,1,1,1,0,0,2,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,19,4,6,3,0,0,1,0,0,0,0,41,0,24,0,6,2,26,0,8,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,0,31,0,1,0,0,0,0,0,0,0,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,48,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,9,0,0,0,0,0,0,1,15,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,0,5
0,0,5,26,3,2,134,0,0,45,12,1,0,0,1,12,0,18,2,15,2,0,38,1,0,0,0,69,0,0,0,0,0,1,10,0,0,1,3,17,0,0,0,3,0,4,0,6,22,13,6,17,0,0,0,45,1,0,0,0,24,3,0,1,5,0,1,0,0,1,0,5,9,1,0,9,0,3,1,0,4,17,9,66,27,47,25,22,46,0,0,0,9,48,0,0,0,2,0,1,0,0,0,0,2,26,4,0,4,2,0,0,34,0,0,42,0,9,5,0,0,55,0,0,8,3,0,0,7,6,11,12,27,13,1,23,0,0,0,0,0,0,0,4,0,0,0,0,9,2,0,0,0,3,0,1,4,0,0,10,55,1,0,0,0,0,2,0,21,25,0,7,0,1,0,0,0,0,2,165,0,216,1,0,11,2,0,3,2,5,22,5,0,1,8,4,11,116,0,2,0,0,1,4,0,2,2,2,34,0,8,11,3,0,0,5,0,64,0,3,9,0,0,10,0,5,0,5,0,2,0,0,0,4,73,26,0,56,0,40,42,106,1,104,48,0,11,53,0,0,0,4,22,4,9,18,0,1,0,1,2,18,1,2,0,4,0,40,0,0,0,0,40,0,0,0,0,5,0,3,0,0,29,38,1,28,3,2,1,4,4,0,0,0,16,1,22,7,8,11,131,5,18,0,2,0,5,23,0,4,0,0,2,0,0,0,13,0,1,0,92,0,5,0,0,0,4,7,0,1,0,0,0,1,0,0,1,0,2,1,9,1,3,2,0,1,1,0,18,0,0,0,18,0,0,3,0,0,0,3,3,0,0,0,0,0,14,2,0,1,0,0,0,0,65,0,1,1,0,0,0,4,1,0,0,34,0,4,7,2,0,0,3,0,0,1,1,3,1,0,0,50,1,0,0,0,4,0,39,0,1,0,0,0,0,4,0,6,79,6,42,0,2,0,1,1,1,0,5,23,0,9,1,4,1,0,1,26,1,0,0,1,0,0,3,71,103,0,6,1,0,0,1,2,0,1,8,0,1,0,0,5,0,1,0,12,1,11,0,0,0,0,0,0,38,1,0,0,0,5,26
0,0,3,25,0,0,28,0,0,23,0,0,0,3,0,6,0,13,7,5,2,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,5,0,0,0,0,0,3,0,0,0,0,9,2,0,0,0,0,4,0,0,1,0,0,0,5,0,0,0,1,3,0,0,0,8,6,0,2,0,3,6,0,0,0,1,2,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,2,3,0,0,18,0,0,0,0,0,0,13,8,48,29,41,32,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,40,0,0,0,0,0,2,0,7,1,0,0,0,0,0,0,1,0,0,57,0,9,0,0,12,1,0,1,3,0,5,1,0,1,13,8,17,3,0,0,1,0,0,0,0,2,1,3,3,0,0,3,0,0,0,0,0,12,0,1,4,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,2,47,0,3,0,0,3,2,0,0,0,2,3,0,0,4,0,0,2,0,5,3,0,2,0,2,0,8,0,0,0,0,1,0,0,0,1,5,0,0,0,1,9,3,0,12,5,1,0,1,1,0,0,0,0,0,4,2,2,1,78,0,12,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,1,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,4,2,1,2,0,2,0,0,3,0,9,0,2,0,0,0,0,14,0,0,0,0,0,0,1,40,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,6
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,2,14,3,0,7,0,0,1,1,0,0,2,0,0,0,8,2,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,1,1,5,0,2,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,6,0,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0,0,4,2,0,0,1,0,0,0,0,0,7,12,3,1,0,0,0,0,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,7,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
